id,SalePrice
1461,121022.68721766036
1462,152546.96751227824
1463,177599.0157875215
1465,202019.8058408472
1466,187762.39110321214
1467,203112.88459781406
1468,176355.17897031188
1469,213835.7365430995
1470,115841.20053074032
1474,155228.33714981226
1475,120710.41156130249
1476,316624.8071315974
1477,243111.81874326558
1479,267031.6509621603
1481,293906.94454068935
1482,215096.52507023409
1483,180368.57328237884
1484,177041.80127007922
1485,204413.71684604452
1486,215224.57992722548
1487,286579.96279865375
1488,256772.61372951034
1489,188561.49094452534
1490,236376.15311989968
1491,213864.59233561263
1492,93784.46294603974
1493,207986.37699704908
1495,279550.8590920627
1497,174555.18573044764
1498,157069.82527834724
1499,166924.94333977706
1500,150702.24759370915
1502,150688.4962878317
1503,283352.1311338224
1504,253568.9246442899
1505,228184.7265539266
1506,203763.40924545762
1507,254239.15190960502
1508,212078.22266467602
1509,159421.14123646857
1510,142521.71788600797
1511,148331.58455667912
1512,187170.4840179918
1513,170407.9187678838
1514,146815.9134599854
1516,168024.69539148745
1517,172375.519675993
1518,126403.30046478717
1519,233716.95865715633
1520,126058.71923355584
1522,195536.08927024074
1523,85472.58316592418
1524,117479.63450068154
1526,93155.93622092286
1527,90624.52533932903
1528,158564.21427860658
1529,130990.55674852512
1532,106369.35699681344
1533,148790.5561971733
1534,133124.84064459393
1535,157655.57928027178
1536,103426.37673110107
1537,27770.453139253783
1538,191843.38134205982
1539,231132.39605231758
1540,108347.26497846388
1541,159139.10975947103
1542,143960.92815101484
1543,204012.15926502075
1544,79096.83098510222
1545,139777.25681939058
1546,139862.8794965736
1547,139081.88563551835
1548,145214.18040843948
1549,124726.41806484282
1550,127794.52991290053
1551,138650.5445561359
1552,132092.7467087364
1553,157982.80809371953
1554,131471.4302826099
1555,169184.7354119256
1557,82872.91285347298
1558,97847.20730160561
1559,62377.327751438024
1560,137378.07784575725
1561,120499.26484251826
1563,121385.73411852506
1564,152747.2221428781
1565,135785.5000789304
1566,254533.97359285026
1567,64221.06995845319
1568,221384.9230250494
1569,95116.94351897633
1570,142118.93635028426
1571,113744.57107342256
1572,143300.07746290613
1573,253563.57997368614
1574,120829.70005854347
1577,200116.54939744843
1578,150753.61620964843
1579,136224.42025552795
1580,215605.23345623666
1581,141077.73902508488
1582,123572.1344107032
1583,305100.63712953276
1584,234065.8306220906
1585,155413.1437858123
1586,48453.915866686504
1587,98547.55445008248
1588,149068.88119863707
1589,105080.94044348749
1590,137029.90688368503
1591,62608.954880434445
1592,128401.848850791
1593,144949.39531014126
1594,124573.5650277069
1595,110065.2120807314
1598,211225.56169778935
1599,203897.68603525322
1600,190290.8101488076
1601,27884.263774383355
1602,126443.12135167967
1604,259600.2383426685
1605,270330.4430171185
1606,181902.12959241832
1607,176291.76987951028
1608,224411.5065872512
1609,201095.63445940928
1610,157019.80040709733
1611,162100.65276666253
1612,166872.39307907654
1613,172087.99878476874
1615,60367.05270619854
1616,40157.24783760042
1617,64154.914510544746
1618,110908.53556397476
1619,151070.55662534677
1620,187944.86377471464
1621,135519.33655201818
1622,129908.12624215323
1623,271349.807378559
1624,214861.0216183319
1625,125038.03767341608
1627,200922.40656035766
1628,281716.6055115983
1629,199064.7081114808
1631,222644.54519468104
1632,241691.53413966857
1633,193731.9398268701
1634,200208.8282565386
1635,193206.1363874597
1636,165451.1872848014
1637,199860.0223057589
1638,217943.4419131286
1639,205831.95071172947
1641,201253.86624114518
1642,233936.17699765041
1643,235109.97579753515
1644,240787.70764831686
1645,236501.23671778594
1646,177020.35132319224
1647,180238.55822636886
1648,138168.67641888373
1649,132783.99312953185
1650,110992.27351068053
1651,106746.26714628818
1653,113731.00498661026
1654,157053.50037555117
1655,155047.19239254948
1656,145988.269525063
1657,161259.1841603166
1658,149297.85604197183
1659,139312.64181709848
1660,139250.17293505883
1662,337346.6456167381
1663,318651.0125946249
1665,283371.0911860403
1666,291401.7797189595
1668,304607.46515554166
1669,295133.7472932553
1670,307149.04097564914
1673,289708.93817009404
1675,187702.53269401402
1676,198601.51597482618
1677,218684.42917731684
1681,240970.74713953258
1682,287640.6888552825
1683,196520.32949032332
1684,207487.2935580893
1685,182825.21434205025
1686,181416.79980892758
1687,185314.39629322384
1688,209998.03707282408
1689,213466.60921805515
1690,220496.0083646872
1691,208216.7163116741
1692,265756.53476708196
1693,186337.1959645138
1694,196791.51104576676
1695,187575.05312698171
1696,275312.7877601874
1697,192036.78359352425
1698,328069.60550772026
1700,251215.55049863388
1702,253027.7063084764
1703,256134.87355078454
1704,276886.4588036856
1705,239319.06135002663
1707,199974.8534496897
1708,207880.28767284122
1709,267663.79553203145
1710,232076.4128278438
1712,254925.46864205785
1713,266880.5909568444
1714,225692.20405155956
1715,210768.29476954788
1716,185923.79805959156
1717,192579.90735693416
1718,132605.0999295737
1719,221076.27611730224
1721,182940.1320754541
1722,119275.08601845591
1723,162952.9957695792
1724,223046.37272221176
1725,237997.90424571978
1726,191719.81041109958
1727,156267.8566879467
1728,199329.75475178845
1730,171662.72568141436
1731,114203.92117018905
1732,115745.51174308686
1733,113397.04328868119
1734,115767.75771840336
1735,131264.31462338427
1736,103817.66262567462
1737,332049.8957298538
1738,246480.40843501105
1739,277897.28093839274
1740,191857.56272906996
1741,185517.9694796668
1742,167078.61339599034
1744,294678.9627144991
1745,229392.77009825152
1746,224539.99786591134
1747,234816.33599502267
1748,226388.11718296213
1749,160369.9506058907
1750,150692.74516255315
1752,117398.96937012603
1753,157307.10755621502
1754,233275.2580638097
1756,133193.5523030362
1757,101256.8491783014
1758,142478.38631472643
1759,180408.26448326418
1761,164474.20882021496
1762,174555.15007414785
1763,171271.56953834603
1764,112377.55929495487
1765,202986.08057655953
1767,252132.86004742119
1769,184518.25824060314
1770,164440.1707898765
1771,118503.96089831833
1772,130705.59907520283
1773,107386.81576932152
1775,144272.3872588994
1776,138626.7402151716
1777,104871.12174085039
1778,146050.99322392978
1779,120580.48876930913
1780,199988.10051027313
1781,120922.57425788138
1782,49958.61882695347
1783,135893.95020851423
1784,90790.20207231515
1785,108526.09140743036
1786,146197.73070092127
1787,167356.87778562657
1788,9500.956241772867
1789,97524.71069137659
1790,42169.708263071145
1791,201441.46768158185
1792,170547.887974662
1793,156352.19184741052
1794,180765.77420792845
1795,130682.10280945385
1796,132932.80544738588
1797,139843.73145485367
1798,106774.12810077751
1799,107803.90911631775
1800,107936.08274423331
1801,101246.0633256794
1802,155129.17871196917
1803,161097.95905985916
1805,150276.10920656542
1806,143812.80205487926
1807,180249.7099552094
1808,122211.94453447405
1809,116694.8580854151
1810,149321.5725169105
1811,57305.09378996585
1812,93395.32806486194
1813,120679.54855475668
1814,82541.74446478859
1815,15838.141616216053
1816,93944.31378579442
1817,96145.81326724472
1818,161376.7867571197
1820,39415.091728785665
1821,120648.89382853103
1822,156196.0070274931
