id,loss
4,1153.5959828867913
6,2104.8299591057116
9,11668.287775955783
12,4620.228053825631
15,-51.051463050743905
17,2302.5003776238914
21,2431.0312564043716
28,210.87496575498608
32,2519.7363294240345
43,5006.585389786938
46,3847.0882109618383
50,1384.5115268066984
54,1976.7995995620058
62,2907.5935764809087
70,2955.7512953822543
71,5460.305328370267
75,2354.095812693721
77,3033.8965955657673
81,3596.3101471778023
83,2745.2919121549185
87,2198.110022485162
97,3102.531586334216
103,2024.8590401687325
119,1297.415033399972
120,1686.4916864727252
127,2118.5613522722197
138,5092.589514564566
141,3552.660800872842
148,849.1800796144275
150,2763.2111799554405
151,2553.697003870245
158,1811.7039018330856
160,6545.966360841476
165,3417.274876010581
168,4404.580119752678
169,4396.72954216662
177,2964.3827245377583
178,3741.0361723726614
184,1924.846047101541
194,7026.785250710449
198,1786.6964893731006
203,5198.239364333931
211,2678.533741232058
217,834.2070567692904
219,915.3181267820075
221,5075.435431540587
227,2392.1666046363457
230,751.7681654585447
235,2282.043192296747
240,1207.513817675565
243,4135.697122012503
249,5568.218795971787
253,2392.125101411986
258,852.0664179461028
261,1946.9823135174297
263,3469.5513437469504
264,4285.366144988244
265,5366.978205265483
268,1918.4987036940538
271,2783.2317092615604
274,4983.825613144865
275,403.19253555183695
279,3065.0764377139353
282,2117.940985854147
286,2738.4033549069304
288,1038.3426386257684
294,4149.5565400703945
296,656.0886154307047
297,1905.2865046069678
300,125.06363228596342
303,7568.487886978188
314,563.261710913865
315,5120.9752178274575
321,2780.6198039154997
323,4397.019070914928
330,6055.544161073978
341,1595.7349551841044
342,5287.935123128098
352,2010.2734242005863
353,3807.34026908037
360,6365.159089080609
361,2443.8493607187984
362,3839.735377520146
366,1015.2675965955418
372,4298.132627562689
376,4485.934411646709
377,2767.886138190311
379,1008.8594123891169
380,3958.8005919461016
387,1177.4098406144226
392,1531.6976784282515
394,9491.046211817447
395,2501.8369048291293
397,2035.9979432465711
407,6699.739199906306
411,7879.80683736818
416,3507.2542581997345
417,2009.7940191887842
419,5710.829151575419
428,4361.623787618622
431,2226.5830614041197
436,4662.459819777248
438,2005.7219297149913
445,5940.756069227982
446,5959.266899196655
455,1277.5117350890164
456,921.9465481226798
461,438.6610649342831
463,1806.6488893353944
464,4035.950177416957
466,1985.45268555014
467,1838.8336988493702
470,1896.3385268458137
475,1384.5783034296737
482,4993.988216209502
490,3511.0145962981255
496,3426.5711951936833
497,5322.072756578673
508,3678.388734505075
510,3042.232618879154
512,3117.4651554928055
513,4101.853516009347
523,2518.9598798107445
531,4709.145393836698
532,3451.2526899513846
533,1682.7341548145264
537,710.3373660956568
544,5188.382323995889
547,2786.46287140798
556,6851.323442901008
565,1518.2340854049103
566,1543.744762461079
571,952.916426434073
573,1602.113427356786
574,435.31244198380955
581,2109.2791764572517
585,2231.0911204667564
589,2491.162031762066
597,1233.2585165202663
601,2706.314709388255
602,2548.1240981138053
613,2624.0708439647765
616,1792.4648084097444
619,1680.9093438103068
622,2650.864578434721
623,2615.7881662142354
629,1424.357238799485
634,1404.107933372401
638,-117.68425366363863
642,1265.987718571775
643,2596.535336928179
645,964.4723647922942
648,5565.51326236093
652,2213.489724577417
664,447.2563045107895
666,2187.345711573424
672,135.1122684269094
676,2570.179499322046
678,4636.750699143404
682,1899.7661985032091
686,3652.0895647480434
688,3193.163680951518
689,1964.7616936815875
690,2913.8881551962136
692,7341.182696388494
695,2375.7643140482237
697,5483.254962053188
698,929.4452608037968
706,3349.816056349888
708,2083.5523747093803
712,3410.4817261620024
715,3550.438582988379
717,1341.8579223753304
725,3128.7622284809927
729,1440.4973113454157
737,764.48035900012
739,5220.530678648922
747,4261.135265533017
753,2368.7270238435403
758,3147.4013030414967
759,3226.889555513209
763,2371.1597067602647
773,3912.9082856256205
774,2126.552666135675
776,2069.2640877965405
788,5286.724193021642
790,4085.4240747785484
794,1893.897843612452
801,3178.979150165945
802,2800.543847139644
805,2002.3231836269738
809,5259.620801967943
812,2579.8645534828624
825,3547.584595896005
828,2309.302926137576
830,2424.8272509970784
833,560.4882812831768
850,5239.698663572131
852,5079.954930586475
862,2198.719133999243
863,2336.3318322476316
864,1402.7930200325018
865,3572.4947285430203
868,5455.789835478679
872,1922.919511903608
879,5341.538146095259
880,1321.2288318978513
883,2250.779886455683
886,1996.6886151336184
923,774.3904999936392
924,1171.3265663293091
932,893.8233124991962
945,5087.89954836307
947,6019.389442323492
948,1953.440930683691
955,3961.9925955035746
963,4906.650442057351
979,1687.7512014295576
989,2074.388247787466
994,2727.241915289865
995,3155.416939703325
998,3239.918983165437
1000,3591.8765209613553
1018,2579.487169552299
1019,2668.8510098309957
1028,2362.186833136915
1034,839.0349909453134
1038,1967.5837142662467
1040,809.8432308156587
1042,1805.86735197192
1057,6224.204800100737
1058,2130.419608507896
1063,1294.1190877745785
1066,4271.262603947989
1071,4740.739086412354
1073,4254.173259934403
1074,3127.7259837203824
1077,6849.274503647224
1080,11889.974307158793
1088,465.88744712711923
1096,911.0007014067637
1097,7651.678825552455
1105,6702.6938867596855
1115,1412.8250514018728
1116,2715.6909750624045
1122,2000.2752851843243
1130,4093.797662155133
1133,2572.344949993219
1137,2862.6617313464667
1140,2156.540574640242
1143,6709.875592900937
1149,6599.3893906722315
1150,1984.1777392972194
1153,1218.897409393182
1157,1154.557264675856
1180,-140.63846934436538
1183,1131.3844191666667
1188,2364.7082331905567
1193,982.5676174353521
1200,-540.5751320319207
1209,3657.44427449758
1214,1817.9664309785862
1219,3162.928904171375
1223,6007.5589553947575
1227,809.7925757290377
1228,816.8316167003534
1229,4501.546871750021
1233,1872.9644092263165
1238,5282.765017745931
1239,2892.914848865789
1241,4244.50957900231
1243,1976.3095215986204
1244,1715.078366337932
1245,4042.3543154317863
1277,4183.731940445563
1279,5593.632095236044
1292,7604.290900684653
1293,3270.609292471607
1299,9002.320111826157
1304,2825.773809461859
1313,4211.676163139768
1328,3473.4721395022584
1330,794.9706572776502
1334,1169.5310300363594
1335,2239.44307661955
1336,5598.684865899257
1341,806.3825935587261
1344,1768.3305481945504
1351,1989.4937983095447
1352,3524.055750338997
1354,2737.779750961998
1368,5155.980745675102
1373,2254.000069835274
1375,-226.53198434302544
1381,2720.7900444554384
1384,5588.395153158775
1385,3410.1456051678747
1388,6396.85274755291
1401,5077.9465092426
1402,3715.41242607457
1404,1618.52606720546
1406,1367.9280765468698
1409,390.0919449741177
1422,1377.3721827692257
1429,4032.532039269095
1433,5550.988477528195
1438,1443.9706884250031
1444,1839.230621050156
1446,1494.6164264258605
1450,641.2598412775342
1451,-401.7506055824658
1454,2402.5524529886584
1458,3107.1822456957966
1461,3759.749595030457
1464,5605.130235457116
1465,1316.5651349095988
1478,3193.3862709777145
1479,1662.0471817122125
1480,3179.491540339724
1484,2799.648035993963
1486,584.0563037033867
1488,529.6465276235904
1489,3713.00708551297
1491,730.7709792337757
1507,5152.549246759647
1515,1397.9459323783117
1519,3255.631654285539
1528,2561.0980854147847
1529,791.8845900415859
1530,2999.0665424373515
1532,1311.9528048010015
1541,1104.7749179207622
1542,3647.974135886893
1547,1588.2071741154687
1549,855.5388803028782
1553,2788.243177920491
1554,4242.856085203795
1555,1439.6719080055395
1559,2254.776385564129
1565,2773.6778307937775
1568,618.7254940324069
1576,3686.023421719777
1579,881.7080372333428
1592,843.0001910113947
1596,3716.843798469345
1605,964.479965029529
1607,2059.40439790382
1612,2330.0537997466786
1617,2929.734787434628
1619,2599.8828575989924
1620,6990.199118381808
1624,2880.4143621746625
1627,1371.6296640699516
1633,2561.567983425433
1636,2103.0714122197687
1639,1473.6937029444648
1640,4473.523015368801
1644,646.967284455977
1646,3287.5850185571903
1647,4046.070711014802
1654,1155.1776837709585
1655,5000.974175180123
1664,5205.73552882102
1665,2413.4524446529267
1667,4973.861913024823
1669,1153.1705135205407
1678,2202.2628539842644
1682,2824.750790702647
1689,520.2669327862918
1690,3393.641270152311
1693,6281.938117217684
1695,260.03894583431793
1705,1883.622170321616
1706,4382.63025127505
1708,2799.284606579974
1716,2321.406581948669
1720,7354.070207618517
1722,449.8363860443028
1749,4437.087439893812
1750,2920.9976568232905
1751,6139.669938865205
1760,3188.9261231507658
1763,4070.2449294062785
1770,2222.3751723947184
1777,2526.5417523621795
1785,7571.3658873823715
1791,543.3684415113696
1794,4466.868974428931
1800,1772.899905081662
1816,1250.09926239192
1817,1120.881353910173
1821,3003.868787997674
1836,990.1309547490405
